resume_tools,jd_tools,label
"VueJS, Redis, TensorFlow, Flask, PyTorch","Selenium, Spring Boot, Ansible, Jenkins, Kafka, AWS, Redis",0.14331741313991725
"VueJS, Angular, Figma, MongoDB, Redis, TensorFlow, Cypress","Angular, Terraform, Illustrator, Jenkins, Figma",0.11379127515252482
"Selenium, AWS, Angular, Docker, Cypress","NodeJS, Spring Boot, Selenium, Cypress, AWS, MongoDB",0.3946632815496078
"Spring Boot, Photoshop, Linux, Flask, ReactJS","Bash, GCP, Angular, Selenium, Tableau, Cypress",0.1342790026160668
"TensorFlow, Power BI, Spring Boot, Terraform, Angular","VueJS, GCP, Selenium, MongoDB, Django, Docker, NodeJS",0.4435734271525057
"ReactJS, Terraform, Selenium, MySQL, Angular","PyTorch, Azure, Cypress, Git, Kafka",0.23330362238827576
"Kubernetes, Django, Terraform, Illustrator","ReactJS, Cypress, PyTorch, Flask, Jenkins, Linux, GCP",0.4328322391216656
"Selenium, Canva, Kafka, Photoshop","Azure, Flask, PostgreSQL, MySQL",0.38239441301149746
"Spring Boot, ReactJS, Django, GitLab","Tableau, GitHub, GCP, GitLab, Docker, Git, Jenkins, Azure",0.23284721277678924
"Selenium, ReactJS, Django, Figma, Canva, Cypress","Docker, Git, TensorFlow, NodeJS, RabbitMQ, Selenium, PostgreSQL, FastAPI",0.4322971091903211
"TensorFlow, Tableau, GitHub, Selenium, Kubernetes, Bash, ReactJS","Canva, Django, RabbitMQ, VueJS, MySQL, AWS, Bash, Kafka",0.492016264136246
"Terraform, Jenkins, Photoshop, MySQL, Kafka, RabbitMQ, Illustrator, GitHub","GitHub, Photoshop, Azure, MySQL, Spring Boot",0.12298008575984465
"FastAPI, Bash, Power BI, VueJS, Terraform, Ansible","GitHub, Jenkins, Tableau, Cypress, PyTorch, Azure, MongoDB, AWS",0.492209094299346
"Angular, PostgreSQL, Django, FastAPI, Azure, GCP, Elasticsearch","Photoshop, VueJS, Redis, FastAPI",0.44231956054829163
"Figma, RabbitMQ, Illustrator, ReactJS, Azure, NodeJS, Kafka","Spring Boot, GCP, TensorFlow, Photoshop, Elasticsearch, MongoDB",0.09184881716127782
"Django, GitHub, Ansible, FastAPI, Flask, Bash, Kafka","Docker, AWS, Kubernetes, Azure, VueJS",0.4213623320608243
"Figma, Power BI, Kubernetes, Cypress","Terraform, Flask, Illustrator, RabbitMQ, Git",0.14119835558020183
"Bash, Ansible, Django, GitHub","Canva, GitLab, Selenium, Elasticsearch, VueJS, Ansible",0.4713113149862881
"Jenkins, Kubernetes, Docker, Flask, Power BI","Tableau, Linux, Ansible, TensorFlow, Selenium, GitLab, GitHub, Jenkins",0.2707828926821807
"Figma, GitLab, PostgreSQL, PyTorch, Selenium, Cypress, GCP","GitHub, Tableau, Figma, GitLab, Flask, Cypress, ReactJS",0.4413184338493264
"Cypress, Angular, MongoDB, Terraform, Power BI","Cypress, Illustrator, MySQL, GCP, Linux, Power BI, Django, Selenium",0.1514728934835813
"Tableau, Jenkins, Ansible, Terraform, GitLab, GCP","MySQL, Power BI, Django, Cypress, RabbitMQ, Linux, Bash",0.5208586001823607
"GitLab, Elasticsearch, Redis, Flask, PyTorch, Django","GCP, GitLab, VueJS, Spring Boot, FastAPI, RabbitMQ, Ansible, Bash",0.43029880642454116
"Elasticsearch, GitHub, Illustrator, Photoshop","VueJS, Linux, Django, Azure, GitHub, Elasticsearch, PyTorch, Illustrator",0.21098928633905395
"Terraform, GitLab, MongoDB, Photoshop, Redis","Spring Boot, Jenkins, Kafka, Figma, PostgreSQL, Git",0.370961601409718
"MySQL, Ansible, Kafka, PyTorch","PostgreSQL, Redis, AWS, Tableau",0.12074455846156806
"Canva, Redis, AWS, Ansible, Terraform, Figma, Spring Boot, Selenium","Django, GCP, Kafka, Bash, Elasticsearch",0.4203234160638518
"Docker, Figma, Kafka, ReactJS","Azure, Ansible, Power BI, Canva, MongoDB",0.15980597323143428
"Git, Azure, NodeJS, GitHub, Redis, AWS, Canva","Illustrator, Tableau, Power BI, Git, Cypress, Figma, GitLab, Elasticsearch",0.449653857512541
"GCP, Photoshop, Bash, Linux","Spring Boot, Git, Power BI, Selenium, Azure",0.5192996314108789
"Selenium, TensorFlow, Jenkins, Power BI, GitHub, RabbitMQ","PyTorch, Spring Boot, Angular, Azure",0.5491382412199547
"MongoDB, Tableau, Azure, Kubernetes, Figma, Terraform","PostgreSQL, Illustrator, AWS, Canva, Photoshop",0.10876723440604777
"Figma, Power BI, Canva, GitLab, Docker, Flask, GitHub","ReactJS, Angular, Kafka, Figma",0.2688879558998778
"GitLab, Photoshop, RabbitMQ, Flask, Django, Kafka, Ansible, FastAPI","AWS, Photoshop, Linux, Flask, Redis",0.3993514171608433
"GitHub, NodeJS, GCP, AWS","PyTorch, GCP, Bash, GitHub, Ansible",0.1497735813726648
"Docker, Canva, MySQL, Figma, NodeJS, Spring Boot, TensorFlow, Kubernetes","TensorFlow, Jenkins, VueJS, Angular, Kubernetes",0.5202867942274888
"Illustrator, TensorFlow, Ansible, GitHub","ReactJS, PostgreSQL, FastAPI, Angular",0.2400710430694124
"FastAPI, MongoDB, ReactJS, PostgreSQL, Tableau","Selenium, MySQL, RabbitMQ, GCP, NodeJS, Tableau",0.5500913465364684
"RabbitMQ, Azure, Bash, ReactJS, AWS, TensorFlow, FastAPI, Spring Boot","Photoshop, Angular, Flask, Spring Boot, ReactJS, Docker, AWS",0.5409019715121322
"Linux, Power BI, NodeJS, Figma, Cypress, FastAPI, PyTorch","VueJS, Angular, Azure, Canva, GCP, Redis, MongoDB",0.14040016158609958
"Illustrator, FastAPI, VueJS, Spring Boot, Django, MySQL","Django, Azure, Elasticsearch, NodeJS",0.5604564940326149
"Flask, Bash, Azure, Spring Boot, Linux, Git","NodeJS, Kafka, RabbitMQ, Selenium",0.12007132888861388
"AWS, Git, GitHub, RabbitMQ, Figma","Azure, GCP, MongoDB, MySQL, Figma",0.11019991915952507
"Angular, Photoshop, MySQL, Docker","Azure, Linux, Jenkins, Kafka",0.22993342138369852
"Django, Redis, Jenkins, VueJS, Kubernetes, Bash, RabbitMQ","VueJS, PyTorch, Cypress, Kubernetes, AWS",0.11037746491146053
"Cypress, Linux, ReactJS, Spring Boot, PyTorch, TensorFlow, Figma, Git","Tableau, Kubernetes, Photoshop, PostgreSQL, Kafka",0.5599560237081238
"Photoshop, TensorFlow, AWS, Elasticsearch, GitHub","Django, VueJS, Photoshop, RabbitMQ, PostgreSQL, Canva",0.13983015152414396
"Illustrator, GCP, Git, Selenium, PyTorch, Cypress, Docker","GitHub, Git, Angular, ReactJS",0.19018781620063419
"Photoshop, Redis, VueJS, AWS, GCP, Git, PostgreSQL","Django, Ansible, PyTorch, Figma, NodeJS, ReactJS, Terraform",0.2296204503910387
"Ansible, Kubernetes, Flask, Spring Boot, Django, Elasticsearch, GitLab, GCP","ReactJS, RabbitMQ, VueJS, Tableau, TensorFlow",0.46912379921043
"Git, Spring Boot, Angular, Selenium","AWS, Linux, MongoDB, Angular, Tableau, Kubernetes",0.2690162057204969
"Spring Boot, Flask, GitLab, Bash, Tableau, Elasticsearch, NodeJS, Redis","Django, Angular, Illustrator, MongoDB",0.468764203614067
"Git, Kubernetes, Docker, Angular, AWS, Spring Boot, Bash","Kubernetes, ReactJS, PostgreSQL, Jenkins, Azure, GCP, Photoshop",0.10874355524622917
"GitHub, ReactJS, MySQL, Redis, Illustrator, PostgreSQL","Ansible, TensorFlow, Power BI, Bash, Angular, Tableau, VueJS, Linux",0.4081411482786501
"Spring Boot, Selenium, Kubernetes, Photoshop","Redis, Ansible, Terraform, NodeJS, Figma, ReactJS, Photoshop, Spring Boot",0.5582725730742878
"RabbitMQ, Angular, Flask, Azure, PostgreSQL","Kubernetes, PyTorch, ReactJS, GCP, Terraform, Bash, Redis, VueJS",0.21789851918824707
"GitHub, Redis, GitLab, Linux, Illustrator, Canva, PyTorch, Elasticsearch","PyTorch, Django, Cypress, GitLab, Flask, FastAPI, MySQL",0.1681954345264479
"Redis, Terraform, Canva, GCP, Angular, ReactJS, Power BI","TensorFlow, MySQL, Flask, Tableau",0.5079171893598396
"AWS, MySQL, Django, Angular, VueJS, Figma","AWS, PyTorch, PostgreSQL, Bash, RabbitMQ, Angular, Illustrator",0.4583480843196522
"Bash, PyTorch, Flask, Kafka, Linux, Canva, Photoshop","Azure, Redis, TensorFlow, ReactJS, GitLab, Illustrator, Tableau, NodeJS",0.09785769314526169
"Power BI, NodeJS, Kubernetes, Kafka, RabbitMQ","TensorFlow, GCP, Elasticsearch, Flask, Angular, RabbitMQ, Kafka",0.18809660946584916
"Django, PyTorch, Cypress, Git, Jenkins, GitLab, Kafka","MongoDB, Django, Kubernetes, Tableau, Illustrator, GitHub",0.4179882592743436
"PyTorch, MySQL, Django, ReactJS, Kubernetes, GCP","Ansible, Tableau, Elasticsearch, NodeJS, Django, Azure, RabbitMQ",0.44807669210101486
"RabbitMQ, MySQL, Kafka, Photoshop, Redis, GCP, Selenium, Power BI","Selenium, PyTorch, Kubernetes, Canva",0.5481249691174319
"MongoDB, VueJS, Spring Boot, Photoshop, Docker, Power BI, Kubernetes","Flask, Photoshop, PostgreSQL, Selenium, GitHub, Spring Boot, RabbitMQ, Azure",0.18842701214374918
"Figma, Tableau, Linux, MongoDB, Power BI, RabbitMQ, Spring Boot","Photoshop, Flask, Angular, GCP, Spring Boot",0.2383848339850584
"Selenium, Flask, Photoshop, GCP, Power BI, Kubernetes, Illustrator, GitLab","Git, AWS, Figma, Power BI, Tableau, Photoshop, Kafka",0.1689737014046724
"FastAPI, NodeJS, GitHub, Terraform, PostgreSQL, AWS","Terraform, VueJS, Bash, RabbitMQ, TensorFlow, Angular, MongoDB",0.09891059151936735
"ReactJS, Kafka, NodeJS, Bash","Ansible, Power BI, VueJS, GCP, RabbitMQ, NodeJS",0.42891025541501104
"Angular, Ansible, Docker, PostgreSQL, TensorFlow, Selenium","Figma, Terraform, Illustrator, PostgreSQL, Photoshop, GitHub, Jenkins, MongoDB",0.11894624153637556
"Canva, Kafka, Elasticsearch, Git","RabbitMQ, Azure, Kafka, VueJS, FastAPI, Photoshop",0.268968857573571
"PostgreSQL, Spring Boot, AWS, Canva, Jenkins, FastAPI, PyTorch","Kafka, PyTorch, GitLab, GitHub",0.1591336294430277
"RabbitMQ, AWS, Git, ReactJS, FastAPI","MongoDB, Spring Boot, Flask, Jenkins, Bash, ReactJS",0.46920906439111243
"Flask, MongoDB, Selenium, VueJS","Figma, NodeJS, RabbitMQ, Elasticsearch, VueJS",0.2493209421282956
"Selenium, PyTorch, Angular, Kubernetes, MySQL, TensorFlow","GitLab, Kubernetes, Git, AWS, Spring Boot, PyTorch, ReactJS",0.2295901653987171
"MySQL, ReactJS, Angular, RabbitMQ, Linux, GitLab","GitLab, Flask, ReactJS, PostgreSQL, Kubernetes, Django, RabbitMQ, Photoshop",0.5202527444636017
"Angular, Jenkins, TensorFlow, MongoDB, Azure","Terraform, PyTorch, Spring Boot, TensorFlow",0.370434475656443
"Power BI, Azure, PostgreSQL, NodeJS, Ansible","GCP, Elasticsearch, GitLab, Docker, Git, RabbitMQ",0.5200007884877142
"Django, PyTorch, Azure, Git, Kubernetes, Power BI","Cypress, GCP, Ansible, NodeJS, PostgreSQL, MySQL, VueJS",0.1394405379281377
"GitLab, TensorFlow, RabbitMQ, Django","Jenkins, Canva, RabbitMQ, Redis, Power BI",0.5095682510739128
"Spring Boot, GitLab, Tableau, Terraform, Power BI, TensorFlow, Illustrator, GCP","Cypress, Kafka, Canva, RabbitMQ, Docker",0.08926363558794295
"GCP, AWS, Angular, TensorFlow, Selenium, ReactJS, Flask, Docker","GCP, Azure, Git, GitHub, Angular, Cypress, Docker",0.18991973082766211
"Selenium, GitLab, Flask, VueJS, Kubernetes, FastAPI, Redis, Jenkins","Spring Boot, Redis, GitHub, Kafka",0.3802133859826761
"Cypress, PostgreSQL, Django, GitHub, TensorFlow","Power BI, FastAPI, Elasticsearch, Illustrator, Tableau, VueJS",0.4997606841415069
"Elasticsearch, Tableau, GitHub, Photoshop","Kafka, MongoDB, Docker, Figma, Selenium",0.19938070265192287
"Bash, MySQL, Django, Kafka","FastAPI, Photoshop, Selenium, Azure, GitHub, Figma, AWS",0.48876090130845773
"Azure, Tableau, Kubernetes, PyTorch, MySQL, Spring Boot","MySQL, Linux, Bash, GitHub, Kubernetes",0.2091164701540289
"Terraform, RabbitMQ, Figma, Flask, Photoshop, TensorFlow, AWS, Power BI","TensorFlow, FastAPI, Flask, Canva, Ansible, MongoDB, Power BI",0.15980356274168492
"Flask, MySQL, MongoDB, ReactJS, PostgreSQL, Illustrator","Docker, Tableau, Kafka, Git, MongoDB",0.1297725008115438
"Spring Boot, Cypress, Figma, RabbitMQ, Photoshop, GitHub","Jenkins, GitLab, Spring Boot, MySQL, GCP, PostgreSQL, Git",0.24019404234968927
"GCP, VueJS, Linux, MongoDB, Figma, Docker","Selenium, Cypress, Jenkins, Photoshop, PostgreSQL, Django, NodeJS",0.12971506410672556
"Cypress, PyTorch, NodeJS, Photoshop","GCP, Figma, Illustrator, Docker, RabbitMQ",0.1294190331657622
"Elasticsearch, MongoDB, Cypress, Tableau, Canva","GitLab, FastAPI, VueJS, Redis, Linux, Power BI, PostgreSQL",0.24911236534599385
"RabbitMQ, TensorFlow, Spring Boot, Django","Django, Elasticsearch, RabbitMQ, Redis, Kafka",0.2592171337494621
"PyTorch, Kubernetes, VueJS, Azure, Jenkins, AWS, Terraform, Redis","Figma, PostgreSQL, Cypress, Terraform, MySQL",0.46918366289202407
"Docker, Azure, PostgreSQL, GitLab, Illustrator, Photoshop","AWS, Terraform, Django, Canva, Docker",0.17892943666709388
"Kafka, NodeJS, Jenkins, PyTorch, Tableau, Cypress, AWS","Photoshop, PyTorch, Bash, ReactJS, Jenkins, VueJS, GitLab",0.519277209086989
"NodeJS, Terraform, Figma, RabbitMQ","Figma, Illustrator, Angular, Tableau",0.3994248063392061
"Jenkins, Flask, Figma, NodeJS, GCP, Kubernetes, Spring Boot, Linux","Git, Canva, Linux, NodeJS, Figma, TensorFlow, ReactJS, Tableau",0.25014564658119726
"FastAPI, Spring Boot, RabbitMQ, VueJS, GitHub, Elasticsearch, Cypress, Docker","Ansible, Redis, Kafka, GitLab, Django",0.4800167339320265
"Azure, Django, MongoDB, Canva, Elasticsearch","PyTorch, Kafka, Canva, RabbitMQ, Git, Linux, Redis",0.16007377901200662
"Azure, Kafka, Photoshop, GitLab, Illustrator","VueJS, Kafka, Linux, PostgreSQL",0.22013584838184605
"Django, Terraform, Spring Boot, Canva, Tableau, GitLab, Illustrator, GCP","AWS, FastAPI, Bash, NodeJS, Selenium, PostgreSQL, MongoDB",0.39962404012182595
"Docker, Flask, PyTorch, Django, ReactJS","RabbitMQ, Azure, Jenkins, Elasticsearch, Figma, PostgreSQL",0.21919743338505018
"Jenkins, Angular, Cypress, Terraform, AWS, ReactJS","Canva, Redis, Illustrator, TensorFlow, MongoDB, Jenkins",0.24909836629982435
"Spring Boot, TensorFlow, Canva, Docker, Tableau","Redis, Kubernetes, Flask, Azure, GitLab, Photoshop, Linux, Selenium",0.5088135219000424
"Canva, Linux, Jenkins, Angular, Spring Boot, Bash, FastAPI, Kafka","Django, ReactJS, GCP, Git, Bash, Jenkins",0.47918104183379506
"MongoDB, GCP, FastAPI, Power BI, Ansible","FastAPI, GCP, Linux, AWS, NodeJS",0.18957388145272003
"Photoshop, RabbitMQ, Canva, Azure, ReactJS, AWS, Git, GitLab","Selenium, Django, Angular, PyTorch, PostgreSQL, GitLab",0.369505831454297
"Illustrator, GitHub, Linux, Photoshop, Ansible, Canva, AWS","PyTorch, ReactJS, Tableau, Jenkins, Angular, Flask, FastAPI, Elasticsearch",0.3889159768785072
"Docker, PostgreSQL, Canva, Jenkins, Selenium","Power BI, GitLab, Jenkins, MongoDB, GCP, VueJS, Illustrator",0.3889825923092846
"MongoDB, ReactJS, Angular, Kafka, Ansible, TensorFlow","Spring Boot, Power BI, TensorFlow, MongoDB, Figma, GitLab, Ansible, Bash",0.13927052647383376
"FastAPI, Figma, ReactJS, Kubernetes, Photoshop, Azure, NodeJS, Terraform","Bash, Jenkins, Tableau, MySQL",0.24901463717178968
"Terraform, Ansible, GCP, Kubernetes","Redis, Kubernetes, Figma, Elasticsearch, VueJS, Terraform, Docker, AWS",0.439356448461438
"Django, ReactJS, VueJS, Kafka","Flask, Azure, Docker, Git",0.08913028315927932
"Canva, AWS, Terraform, Bash, VueJS, PostgreSQL, Azure","MongoDB, Linux, Power BI, Kubernetes",0.38895673280480997
"GCP, Illustrator, Jenkins, Kubernetes, Elasticsearch, GitHub","Photoshop, ReactJS, Elasticsearch, Linux",0.5291707117885838
"Terraform, Cypress, Ansible, GitHub, Azure, Kubernetes, Spring Boot","Figma, Power BI, MongoDB, Elasticsearch, FastAPI, VueJS",0.5488030553203417
"RabbitMQ, Selenium, Git, PostgreSQL, NodeJS, Illustrator, AWS, Linux","Canva, Angular, TensorFlow, Ansible, Django, Elasticsearch",0.5584830016624462
"PostgreSQL, GitLab, Git, NodeJS, Illustrator, MongoDB","Jenkins, GCP, TensorFlow, Photoshop, NodeJS",0.40854706238668215
"Bash, FastAPI, Flask, Cypress, Figma, Terraform, Selenium, PostgreSQL","Angular, Redis, Docker, PyTorch, GitHub, Tableau",0.11822272905877057
"PostgreSQL, Photoshop, Selenium, Illustrator, GitHub, Linux, MySQL, FastAPI","Kafka, PostgreSQL, Azure, Django, FastAPI, Bash",0.07863304390261056
"AWS, MongoDB, Ansible, Canva","VueJS, GCP, Cypress, PostgreSQL, Git",0.1283295021704799
"PostgreSQL, Azure, Git, Bash, Canva, Angular, Kafka","Azure, Ansible, Figma, Terraform, Elasticsearch",0.39834679089628167
"TensorFlow, Photoshop, MongoDB, Elasticsearch, Tableau, RabbitMQ, Kubernetes","TensorFlow, Canva, Selenium, GitLab, RabbitMQ, Illustrator, Angular, AWS",0.45857810546251027
"Redis, GitHub, Cypress, NodeJS, PyTorch, TensorFlow, VueJS, GCP","Jenkins, Kubernetes, Tableau, PyTorch",0.2086100298031801
"Elasticsearch, Flask, Redis, Terraform","Canva, Docker, MySQL, Kafka, VueJS",0.4981890395363575
"Bash, PostgreSQL, Azure, Docker, Tableau, Linux","MongoDB, ReactJS, Photoshop, GitHub, Ansible",0.3878385166125963
"Flask, MySQL, Django, PyTorch, Linux, Docker, Angular","ReactJS, Canva, Azure, NodeJS, TensorFlow, Jenkins, Redis, RabbitMQ",0.4274900131417742
"Ansible, Kubernetes, Selenium, Kafka","Kafka, GitLab, Power BI, GitHub, Canva, Elasticsearch, Docker",0.25741295960958477
"Photoshop, VueJS, GCP, PostgreSQL, RabbitMQ, Linux, NodeJS","Photoshop, Azure, GitLab, NodeJS, Canva, ReactJS, AWS",0.527765931692409
"Power BI, Photoshop, Spring Boot, GCP, Figma, Illustrator, PyTorch, FastAPI","Cypress, GitLab, Canva, Flask, FastAPI, Docker",0.5377096681021388
"Canva, ReactJS, Figma, GitHub, Django","RabbitMQ, AWS, Spring Boot, GCP, Figma, Tableau, Linux, Terraform",0.19751266061390366
"Ansible, Docker, GitHub, PyTorch, Angular, Django","GitLab, GitHub, TensorFlow, Elasticsearch, Git, Jenkins",0.5379746725183128
"GitLab, AWS, Cypress, Illustrator, Elasticsearch","TensorFlow, GCP, Cypress, Django, Kubernetes",0.417964336012691
"Cypress, Power BI, FastAPI, Azure, GCP, GitHub, Docker","MySQL, NodeJS, Tableau, Illustrator, Photoshop, Figma, PyTorch",0.5175735191173019
"MySQL, GCP, Kubernetes, Tableau, TensorFlow, MongoDB","Ansible, Docker, Spring Boot, Flask, Kafka, Kubernetes, Azure, RabbitMQ",0.47754691364200075
"Photoshop, VueJS, Canva, Kubernetes, Angular, Figma, Tableau, GitHub","GCP, Bash, Selenium, Canva, ReactJS, Jenkins, Spring Boot",0.20741783171489425
"Ansible, Flask, PostgreSQL, GCP, Django, Kafka","Linux, Ansible, Angular, MongoDB, Redis",0.11740519012053707
"PyTorch, ReactJS, Canva, Flask","Django, Angular, PostgreSQL, VueJS, Kubernetes, NodeJS",0.16722969331552315
"Terraform, PyTorch, Git, Flask","Azure, Power BI, Elasticsearch, ReactJS, Selenium, Bash, PostgreSQL",0.07673549293219528
"GitLab, Cypress, MySQL, GitHub, Canva, Angular, Redis","PostgreSQL, PyTorch, Terraform, Tableau, Django, Ansible",0.5564260187042609
"Django, Linux, VueJS, GCP, Spring Boot, MySQL, NodeJS","Kafka, Docker, Cypress, Terraform, Spring Boot",0.4464323953953711
"Jenkins, Power BI, MongoDB, Git, Illustrator, GitLab","Ansible, Power BI, Angular, Elasticsearch, Cypress, GCP",0.38637282072818147
"Azure, Tableau, Linux, Jenkins","Jenkins, Ansible, GitLab, Angular, FastAPI",0.236366584028615
"Kubernetes, Terraform, Canva, Ansible, Django","Linux, Figma, FastAPI, Flask, ReactJS",0.2660184658665486
"AWS, TensorFlow, Kubernetes, Spring Boot, Flask, Tableau","Illustrator, PostgreSQL, PyTorch, Terraform",0.505864433850878
"Figma, GitLab, Docker, Flask, VueJS, Ansible, Spring Boot, PostgreSQL","RabbitMQ, Kafka, Git, Selenium",0.13581113171092513
"Ansible, Photoshop, VueJS, Bash, Kafka, Azure","Tableau, Kubernetes, ReactJS, NodeJS, Git",0.09553780191487202
"PostgreSQL, Cypress, Bash, Terraform, Power BI, Tableau, Angular, GitLab","NodeJS, PostgreSQL, Photoshop, TensorFlow",0.38559717613837907
"Cypress, Angular, GitHub, Canva, Git, Figma, ReactJS","GitLab, Ansible, Bash, GCP, Azure, Terraform, Power BI",0.43540323435144446
"GitHub, Canva, NodeJS, FastAPI, GCP","Tableau, Spring Boot, Django, Canva, PostgreSQL, Photoshop",0.445377440111939
"GitHub, Linux, PyTorch, Canva, Docker, Django, RabbitMQ, Git","GitLab, FastAPI, Bash, VueJS, ReactJS, Canva, Photoshop",0.46553552577520096
"Docker, Selenium, Tableau, MySQL, Terraform","MongoDB, Django, Cypress, Terraform, Linux, Selenium, Illustrator",0.14575600011049825
"ReactJS, RabbitMQ, PyTorch, Ansible","Kubernetes, Elasticsearch, Kafka, Linux, PyTorch, RabbitMQ",0.3660602195037722
"Tableau, Flask, Angular, Kubernetes, ReactJS","VueJS, Power BI, Angular, MySQL, Canva",0.15604442402139987
"RabbitMQ, Cypress, Power BI, AWS, Django, Figma, Kubernetes","ReactJS, VueJS, RabbitMQ, Jenkins",0.5061789316880667
"Redis, Azure, MySQL, Bash, TensorFlow, NodeJS, Photoshop","Redis, Selenium, Bash, PostgreSQL, Ansible, RabbitMQ",0.10656224388417843
"MySQL, Kafka, VueJS, Ansible, Terraform, AWS, Redis","Elasticsearch, Bash, Linux, Kubernetes",0.09636125565549933
"ReactJS, Angular, GitLab, Bash, GCP, Power BI, Selenium","Jenkins, Canva, MySQL, AWS, Power BI, Ansible, Kubernetes, PostgreSQL",0.21613715804437442
"Selenium, Bash, Spring Boot, Angular, Photoshop, Figma, Flask","Linux, Power BI, Flask, MongoDB",0.09639132127043484
"Flask, MySQL, TensorFlow, Kubernetes, RabbitMQ","MongoDB, Linux, Selenium, Azure, GCP, Git, Angular, Terraform",0.21602832499200983
"Ansible, Kafka, Git, Canva","Docker, Cypress, Kafka, Spring Boot, VueJS, Kubernetes",0.10603394112455852
"Photoshop, Figma, Kafka, Bash, Django","VueJS, ReactJS, GitHub, Canva, PostgreSQL, MongoDB, Figma, Tableau",0.15584262538539098
"RabbitMQ, TensorFlow, PyTorch, Photoshop, Terraform, Kafka","Flask, PostgreSQL, Terraform, Linux",0.11590926067695312
"Power BI, Selenium, GCP, Flask, Ansible","GitHub, Canva, Redis, Terraform, Elasticsearch",0.10555809530673946
"MySQL, GitHub, Ansible, Bash, Jenkins","Tableau, Selenium, Canva, Illustrator, Elasticsearch, MySQL, Cypress, Azure",0.385120780713745
"Docker, Azure, Illustrator, Git, TensorFlow, PyTorch, NodeJS","PostgreSQL, MongoDB, Cypress, Git, Ansible",0.38520768098537694
"Kafka, Bash, TensorFlow, Selenium, Terraform, PostgreSQL","Power BI, Spring Boot, Azure, PostgreSQL, Docker",0.5453628192939187
